id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
193338,3,10,Weekend lunch;Late night snack,10,Inception,Coke,Friends;Teachers,A moderate amount (medium),Pizza
194129,4,11,Weekend dinner;At a party,11,The Godfather,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
194920,5,12,Week day lunch;Weekend dinner,12,Toy Story,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
195711,1,3,Week day dinner,3,Titanic,Lemonade,Parents;Friends,None,Pizza
196502,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Iced tea,Siblings,A little (mild),Sushi
197293,3,5,Weekend dinner;At a party,5,Finding Nemo,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
198084,4,6,Week day lunch;Weekend dinner,6,Star Wars,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
198875,5,7,Late night snack,7,Lord of the Rings,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
199666,1,8,Week day lunch;At a party,8,The Matrix,Milk,Parents;Friends,None,Shawarma
200457,2,9,Week day dinner,9,Back to the Future,Coke,Siblings,A little (mild),Pizza
201248,3,10,Weekend lunch;Late night snack,10,Inception,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
202039,4,11,Weekend dinner;At a party,11,The Godfather,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
202830,5,12,Week day lunch;Weekend dinner,12,Toy Story,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
203621,1,3,Week day dinner,3,Titanic,Iced tea,Parents;Friends,None,Sushi
204412,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Root Beer,Siblings,A little (mild),Shawarma
205203,3,5,Weekend dinner;At a party,5,Finding Nemo,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
205994,4,6,Week day lunch;Weekend dinner,6,Star Wars,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
206785,5,7,Late night snack,7,Lord of the Rings,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
207576,1,8,Week day lunch;At a party,8,The Matrix,Coke,Parents;Friends,None,Pizza
208367,2,9,Week day dinner,9,Back to the Future,Sprite,Siblings,A little (mild),Sushi
209158,3,10,Weekend lunch;Late night snack,10,Inception,Water,Friends;Teachers,A moderate amount (medium),Shawarma
209949,4,11,Weekend dinner;At a party,11,The Godfather,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
210740,5,12,Week day lunch;Weekend dinner,12,Toy Story,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
211531,1,3,Week day dinner,3,Titanic,Root Beer,Parents;Friends,None,Shawarma
212322,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Diet Coke,Siblings,A little (mild),Pizza
213113,3,5,Weekend dinner;At a party,5,Finding Nemo,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
213904,4,6,Week day lunch;Weekend dinner,6,Star Wars,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
214695,5,7,Late night snack,7,Lord of the Rings,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
215486,1,8,Week day lunch;At a party,8,The Matrix,Sprite,Parents;Friends,None,Sushi
216277,2,9,Week day dinner,9,Back to the Future,Water,Siblings,A little (mild),Shawarma
217068,3,10,Weekend lunch;Late night snack,10,Inception,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
217859,4,11,Weekend dinner;At a party,11,The Godfather,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
218650,5,12,Week day lunch;Weekend dinner,12,Toy Story,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
219441,1,3,Week day dinner,3,Titanic,Diet Coke,Parents;Friends,None,Pizza
220232,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Orange Juice,Siblings,A little (mild),Sushi
221023,3,5,Weekend dinner;At a party,5,Finding Nemo,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
221814,4,6,Week day lunch;Weekend dinner,6,Star Wars,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
222605,5,7,Late night snack,7,Lord of the Rings,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
223396,1,8,Week day lunch;At a party,8,The Matrix,Water,Parents;Friends,None,Shawarma
224187,2,9,Week day dinner,9,Back to the Future,Lemonade,Siblings,A little (mild),Pizza
224978,3,10,Weekend lunch;Late night snack,10,Inception,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
225769,4,11,Weekend dinner;At a party,11,The Godfather,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
226560,5,12,Week day lunch;Weekend dinner,12,Toy Story,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
227351,1,3,Week day dinner,3,Titanic,Orange Juice,Parents;Friends,None,Sushi
228142,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Milk,Siblings,A little (mild),Shawarma
228933,3,5,Weekend dinner;At a party,5,Finding Nemo,Coke,Friends;Teachers,A moderate amount (medium),Pizza
229724,4,6,Week day lunch;Weekend dinner,6,Star Wars,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
230515,5,7,Late night snack,7,Lord of the Rings,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
231306,1,8,Week day lunch;At a party,8,The Matrix,Lemonade,Parents;Friends,None,Pizza
232097,2,9,Week day dinner,9,Back to the Future,Iced tea,Siblings,A little (mild),Sushi
232888,3,10,Weekend lunch;Late night snack,10,Inception,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
233679,4,11,Weekend dinner;At a party,11,The Godfather,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
234470,5,12,Week day lunch;Weekend dinner,12,Toy Story,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
235261,1,3,Week day dinner,3,Titanic,Milk,Parents;Friends,None,Shawarma
236052,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Coke,Siblings,A little (mild),Pizza
236843,3,5,Weekend dinner;At a party,5,Finding Nemo,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
237634,4,6,Week day lunch;Weekend dinner,6,Star Wars,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
238425,5,7,Late night snack,7,Lord of the Rings,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
239216,1,8,Week day lunch;At a party,8,The Matrix,Iced tea,Parents;Friends,None,Sushi
240007,2,9,Week day dinner,9,Back to the Future,Root Beer,Siblings,A little (mild),Shawarma
240798,3,10,Weekend lunch;Late night snack,10,Inception,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
241589,4,11,Weekend dinner;At a party,11,The Godfather,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
242380,5,12,Week day lunch;Weekend dinner,12,Toy Story,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
243171,1,3,Week day dinner,3,Titanic,Coke,Parents;Friends,None,Pizza
243962,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Sprite,Siblings,A little (mild),Sushi
244753,3,5,Weekend dinner;At a party,5,Finding Nemo,Water,Friends;Teachers,A moderate amount (medium),Shawarma
245544,4,6,Week day lunch;Weekend dinner,6,Star Wars,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
246335,5,7,Late night snack,7,Lord of the Rings,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
247126,1,8,Week day lunch;At a party,8,The Matrix,Root Beer,Parents;Friends,None,Shawarma
247917,2,9,Week day dinner,9,Back to the Future,Diet Coke,Siblings,A little (mild),Pizza
248708,3,10,Weekend lunch;Late night snack,10,Inception,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
249499,4,11,Weekend dinner;At a party,11,The Godfather,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
250290,5,12,Week day lunch;Weekend dinner,12,Toy Story,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
251081,1,3,Week day dinner,3,Titanic,Sprite,Parents;Friends,None,Sushi
251872,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Water,Siblings,A little (mild),Shawarma
252663,3,5,Weekend dinner;At a party,5,Finding Nemo,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
253454,4,6,Week day lunch;Weekend dinner,6,Star Wars,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
254245,5,7,Late night snack,7,Lord of the Rings,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
255036,1,8,Week day lunch;At a party,8,The Matrix,Diet Coke,Parents;Friends,None,Pizza
255827,2,9,Week day dinner,9,Back to the Future,Orange Juice,Siblings,A little (mild),Sushi
256618,3,10,Weekend lunch;Late night snack,10,Inception,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
257409,4,11,Weekend dinner;At a party,11,The Godfather,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
258200,5,12,Week day lunch;Weekend dinner,12,Toy Story,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
258991,1,3,Week day dinner,3,Titanic,Water,Parents;Friends,None,Shawarma
259782,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Lemonade,Siblings,A little (mild),Pizza
260573,3,5,Weekend dinner;At a party,5,Finding Nemo,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
261364,4,6,Week day lunch;Weekend dinner,6,Star Wars,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
262155,5,7,Late night snack,7,Lord of the Rings,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
262946,1,8,Week day lunch;At a party,8,The Matrix,Orange Juice,Parents;Friends,None,Sushi
263737,2,9,Week day dinner,9,Back to the Future,Milk,Siblings,A little (mild),Shawarma
264528,3,10,Weekend lunch;Late night snack,10,Inception,Coke,Friends;Teachers,A moderate amount (medium),Pizza
265319,4,11,Weekend dinner;At a party,11,The Godfather,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
266110,5,12,Week day lunch;Weekend dinner,12,Toy Story,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
266901,1,3,Week day dinner,3,Titanic,Lemonade,Parents;Friends,None,Pizza
267692,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Iced tea,Siblings,A little (mild),Sushi
268483,3,5,Weekend dinner;At a party,5,Finding Nemo,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
269274,4,6,Week day lunch;Weekend dinner,6,Star Wars,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
270065,5,7,Late night snack,7,Lord of the Rings,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
270856,1,8,Week day lunch;At a party,8,The Matrix,Milk,Parents;Friends,None,Shawarma
271647,2,9,Week day dinner,9,Back to the Future,Coke,Siblings,A little (mild),Pizza
272438,3,10,Weekend lunch;Late night snack,10,Inception,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
273229,4,11,Weekend dinner;At a party,11,The Godfather,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
274020,5,12,Week day lunch;Weekend dinner,12,Toy Story,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
274811,1,3,Week day dinner,3,Titanic,Iced tea,Parents;Friends,None,Sushi
275602,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Root Beer,Siblings,A little (mild),Shawarma
276393,3,5,Weekend dinner;At a party,5,Finding Nemo,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
277184,4,6,Week day lunch;Weekend dinner,6,Star Wars,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
277975,5,7,Late night snack,7,Lord of the Rings,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
278766,1,8,Week day lunch;At a party,8,The Matrix,Coke,Parents;Friends,None,Pizza
279557,2,9,Week day dinner,9,Back to the Future,Sprite,Siblings,A little (mild),Sushi
280348,3,10,Weekend lunch;Late night snack,10,Inception,Water,Friends;Teachers,A moderate amount (medium),Shawarma
281139,4,11,Weekend dinner;At a party,11,The Godfather,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
281930,5,12,Week day lunch;Weekend dinner,12,Toy Story,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
282721,1,3,Week day dinner,3,Titanic,Root Beer,Parents;Friends,None,Shawarma
283512,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Diet Coke,Siblings,A little (mild),Pizza
284303,3,5,Weekend dinner;At a party,5,Finding Nemo,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
285094,4,6,Week day lunch;Weekend dinner,6,Star Wars,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
285885,5,7,Late night snack,7,Lord of the Rings,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
286676,1,8,Week day lunch;At a party,8,The Matrix,Sprite,Parents;Friends,None,Sushi
287467,2,9,Week day dinner,9,Back to the Future,Water,Siblings,A little (mild),Shawarma
288258,3,10,Weekend lunch;Late night snack,10,Inception,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
289049,4,11,Weekend dinner;At a party,11,The Godfather,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
289840,5,12,Week day lunch;Weekend dinner,12,Toy Story,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
290631,1,3,Week day dinner,3,Titanic,Diet Coke,Parents;Friends,None,Pizza
291422,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Orange Juice,Siblings,A little (mild),Sushi
292213,3,5,Weekend dinner;At a party,5,Finding Nemo,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
293004,4,6,Week day lunch;Weekend dinner,6,Star Wars,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
293795,5,7,Late night snack,7,Lord of the Rings,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
294586,1,8,Week day lunch;At a party,8,The Matrix,Water,Parents;Friends,None,Shawarma
295377,2,9,Week day dinner,9,Back to the Future,Lemonade,Siblings,A little (mild),Pizza
296168,3,10,Weekend lunch;Late night snack,10,Inception,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
296959,4,11,Weekend dinner;At a party,11,The Godfather,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
297750,5,12,Week day lunch;Weekend dinner,12,Toy Story,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
298541,1,3,Week day dinner,3,Titanic,Orange Juice,Parents;Friends,None,Sushi
299332,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Milk,Siblings,A little (mild),Shawarma
300123,3,5,Weekend dinner;At a party,5,Finding Nemo,Coke,Friends;Teachers,A moderate amount (medium),Pizza
300914,4,6,Week day lunch;Weekend dinner,6,Star Wars,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
301705,5,7,Late night snack,7,Lord of the Rings,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
302496,1,8,Week day lunch;At a party,8,The Matrix,Lemonade,Parents;Friends,None,Pizza
303287,2,9,Week day dinner,9,Back to the Future,Iced tea,Siblings,A little (mild),Sushi
304078,3,10,Weekend lunch;Late night snack,10,Inception,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
304869,4,11,Weekend dinner;At a party,11,The Godfather,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
305660,5,12,Week day lunch;Weekend dinner,12,Toy Story,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
306451,1,3,Week day dinner,3,Titanic,Milk,Parents;Friends,None,Shawarma
307242,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Coke,Siblings,A little (mild),Pizza
308033,3,5,Weekend dinner;At a party,5,Finding Nemo,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
308824,4,6,Week day lunch;Weekend dinner,6,Star Wars,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
309615,5,7,Late night snack,7,Lord of the Rings,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
310406,1,8,Week day lunch;At a party,8,The Matrix,Iced tea,Parents;Friends,None,Sushi
311197,2,9,Week day dinner,9,Back to the Future,Root Beer,Siblings,A little (mild),Shawarma
311988,3,10,Weekend lunch;Late night snack,10,Inception,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
312779,4,11,Weekend dinner;At a party,11,The Godfather,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
313570,5,12,Week day lunch;Weekend dinner,12,Toy Story,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
314361,1,3,Week day dinner,3,Titanic,Coke,Parents;Friends,None,Pizza
315152,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Sprite,Siblings,A little (mild),Sushi
315943,3,5,Weekend dinner;At a party,5,Finding Nemo,Water,Friends;Teachers,A moderate amount (medium),Shawarma
316734,4,6,Week day lunch;Weekend dinner,6,Star Wars,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
317525,5,7,Late night snack,7,Lord of the Rings,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
318316,1,8,Week day lunch;At a party,8,The Matrix,Root Beer,Parents;Friends,None,Shawarma
319107,2,9,Week day dinner,9,Back to the Future,Diet Coke,Siblings,A little (mild),Pizza
319898,3,10,Weekend lunch;Late night snack,10,Inception,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
320689,4,11,Weekend dinner;At a party,11,The Godfather,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
321480,5,12,Week day lunch;Weekend dinner,12,Toy Story,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
322271,1,3,Week day dinner,3,Titanic,Sprite,Parents;Friends,None,Sushi
323062,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Water,Siblings,A little (mild),Shawarma
323853,3,5,Weekend dinner;At a party,5,Finding Nemo,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
324644,4,6,Week day lunch;Weekend dinner,6,Star Wars,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
325435,5,7,Late night snack,7,Lord of the Rings,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
326226,1,8,Week day lunch;At a party,8,The Matrix,Diet Coke,Parents;Friends,None,Pizza
327017,2,9,Week day dinner,9,Back to the Future,Orange Juice,Siblings,A little (mild),Sushi
327808,3,10,Weekend lunch;Late night snack,10,Inception,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
328599,4,11,Weekend dinner;At a party,11,The Godfather,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
