id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
631012,5,9,At a party,13,kung fu panda,water,Strangers,None,Sushi
601848,2,5,"Week day lunch,Weekend lunch,Weekend dinner",13,john wick 4,tea,"Parents,Siblings,Friends",None,Sushi
612131,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",8,the wolverine,tea,"Parents,Siblings,Friends",A little (mild),Sushi
408630,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",3,finding nemo,tea,"Parents,Friends",None,Sushi
632091,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,no movie,tea,"Parents,Friends",None,Sushi
601122,4,5,"Week day dinner,Weekend lunch,Weekend dinner",7,the wolverine,sake,"Friends,Teachers",None,Sushi
602871,3,3,"Week day dinner,Weekend dinner",6,jiro dreams of sushi,soup,"Siblings,Friends",None,Sushi
520828,4,3,"Week day lunch,Week day dinner,Weekend dinner",12,isle of dogs,tea,"Parents,Friends",None,Sushi
514199,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,none,tea,"Parents,Friends",A little (mild),Sushi
389697,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,ghibli movies,green tea,"Parents,Siblings,Friends",None,Sushi
714430,4,10,At a party,9,spiderman,juice,Strangers,None,Sushi
612567,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",5,your name,tea,Friends,None,Sushi
744468,2,3,"Week day lunch,Weekend dinner",2,bladerunner,water,Strangers,None,Sushi
502722,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",13.5,a silent voice (2016),water,Friends,None,Sushi
519681,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,everything everywhere all at once,water,"Parents,Friends",None,Sushi
631125,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,monsters inc.,None,Strangers,None,Sushi
606119,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1,isle of dogs,tea,"Parents,Siblings",A little (mild),Sushi
627252,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,monsters inc.,water,"Parents,Teachers",A little (mild),Sushi
616568,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,jiro dreams of sushi,sake,"Parents,Siblings,Friends",A little (mild),Sushi
603838,5,8,"Week day lunch,Week day dinner",20,jiro dreams of sush,tea,Friends,None,Sushi
719735,5,2,"Week day dinner,Weekend lunch,Weekend dinner",15,jiro dreams of sushi,tea,"Parents,Siblings,Friends",None,Sushi
608062,5,5,"Week day dinner,Weekend dinner",15,parasite,water,Friends,None,Sushi
608704,5,5,"Week day dinner,Weekend dinner,At a party",20,finding nemo,wine,"Parents,Friends",None,Sushi
520383,3,4,"Week day dinner,Weekend dinner",0,i don't think of a movie when thinking of this food item,sake,"Parents,Friends",None,Sushi
603793,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,doraemon,tea,"Parents,Siblings",A little (mild),Sushi
603933,3,8,Weekend dinner,80,jiro dreams of sushi,juice,Friends,None,Sushi
605519,4,4,"Week day lunch,Weekend lunch,Weekend dinner",10,finding nemo,tea,Strangers,A little (mild),Sushi
524803,2,2,"Weekend lunch,Weekend dinner",5,tokyo story (1953),tea,Strangers,None,Sushi
629712,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,parasite,water,"Parents,Siblings,Friends",None,Sushi
627505,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11,inception,water,Friends,A moderate amount (medium),Sushi
526131,4,6,"Week day dinner,Weekend dinner,Late night snack",9,"i would associate it with movie series like ""pleasant goat and big big wolf"", as that was one of the childhood shows i watched, from the time when we could sometimes go and eat out as a family.",water,"Parents,Siblings",None,Sushi
607065,4,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,the karate kid,wine,"Parents,Friends,Strangers",A little (mild),Sushi
500077,4,20,At a party,13,none,water,Strangers,A moderate amount (medium),Sushi
633350,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,your name,tea,"Siblings,Friends",None,Sushi
601945,4,5,"Week day dinner,Weekend lunch,Weekend dinner",10,wolf of wall street,wine,"Parents,Friends",A little (mild),Sushi
629878,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14,spirited away (or any japanese movie in general),tea,"Parents,Friends",A lot (hot),Sushi
712766,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",11.5,wolverine,tea,"Siblings,Friends",None,Sushi
603664,1,2,Week day dinner,9,jiro dreams of sushi,soft drink,Parents,None,Sushi
840827,5,4,Weekend dinner,20,romance movie,water,"Parents,Friends",None,Sushi
604897,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",35,food wars,tea,"Parents,Siblings,Friends",None,Sushi
525422,3,4,"Week day lunch,Weekend lunch,Weekend dinner,At a party",15,none,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
602560,4,3,"Weekend lunch,Weekend dinner",28,some japanese movie or some action movie.,cocktail,Parents,None,Sushi
738379,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",30,jiro dreams of sushi,"tea,water","Parents,Siblings,Friends",None,Sushi
622023,4,5,"Week day dinner,Weekend dinner,At a party",20,wolf of wallstreet,soda,Friends,A moderate amount (medium),Sushi
604770,2,4,Week day lunch,9,godzilla,None,Strangers,None,Sushi
608318,5,6,"Week day dinner,Weekend lunch,Weekend dinner",10,johnny english,sake,"Siblings,Friends",None,Sushi
626757,3,3,Weekend dinner,12,fast and furious: tokyo drift,tea,Parents,None,Sushi
745297,5,4,"Week day dinner,Weekend lunch,Weekend dinner,At a party",11,karate kid,water,"Friends,Strangers",A little (mild),Sushi
627599,2,3,"Week day dinner,Weekend dinner,At a party",16,scary movie 4 (2006),water,"Parents,Siblings,Friends",None,Sushi
520037,4,4,"Week day dinner,Weekend dinner",10,finding nemo,beer,"Parents,Siblings",None,Sushi
632189,1,3,"Week day dinner,Weekend dinner,At a party,Late night snack",2,jiro dreams of sushi,water,"Parents,Friends,Strangers",None,Sushi
627636,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",9,monster house,water,"Friends,Strangers",A little (mild),Sushi
295428,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",20,the big short,sake,"Parents,Siblings,Friends",None,Sushi
228777,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,kill bill,water,Siblings,None,Sushi
609278,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,the little mermaid,soup,"Parents,Friends",None,Sushi
614089,4,3,"Weekend dinner,At a party",25,lost in translation,water,"Siblings,Strangers",None,Sushi
607517,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,recep ivedik 2,sake,"Parents,Siblings",None,Sushi
714607,2,4,"Week day lunch,Weekend lunch",4,pirates of the carribeans,tea,"Siblings,Friends",None,Sushi
716650,3,5,"Week day dinner,Weekend dinner",12,the movie that comes to mind for this food item is the big short. there is one scene that is very vivid and eye-opening conversations when it comes to the fault of hedge funds during the 2008 crisis that was discussed over this food item.,water,"Parents,Siblings,Friends",A little (mild),Sushi
497695,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,crazy rich asians,water,"Parents,Siblings,Friends",None,Sushi
496858,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",14.5,"i watched the harry potter series with my friends while eating sushi, so i associate sushi with harry potter.",milk tea,Friends,None,Sushi
608688,3,5,"Weekend lunch,Weekend dinner",15,"jiro dreams of sushi, east side sushi, finding nemo",tea,Friends,A moderate amount (medium),Sushi
604386,3,3,"Week day dinner,Weekend dinner,At a party",30,jiro dreams of sushi,tea,Friends,None,Sushi
628559,5,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,spirited away,tea,Parents,None,Sushi
715152,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",25,"any japanese movie, and animes",milk tea,"Parents,Siblings,Friends",None,Sushi
604110,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,"monsters, inc.",juice,Parents,None,Sushi
629010,3,5,"Week day dinner,Weekend dinner,At a party",10,kill bill,water,"Parents,Friends",None,Sushi
605254,4,4,"Week day dinner,Weekend lunch,Weekend dinner",10,cloudy with a chance of meatballs,tea,"Parents,Friends",None,Sushi
628990,4,5,"Weekend lunch,Weekend dinner",18,jiro dreams of sushi,soju,Parents,None,Sushi
625295,3,9,"Week day dinner,Weekend dinner,At a party",10,spirited away,water,"Parents,Friends",None,Sushi
603415,4,7,"Week day dinner,Weekend lunch,Weekend dinner",11,spirited away,tea,"Parents,Friends",None,Sushi
635533,3,3,Weekend dinner,30,jiro dreams of sushi,wine,"Parents,Friends",None,Sushi
630389,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,jiro dreams of sushi,tea,"Parents,Siblings,Friends",None,Sushi
714901,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",30,bullet train,water,Friends,None,Sushi
629792,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,monsters inc,sake,"Parents,Siblings,Friends",None,Sushi
629025,5,9,"Week day dinner,At a party",20,squid game,water,Strangers,None,Sushi
524441,4,6,Weekend dinner,15,finding nemo,milk tea,Siblings,None,Sushi
389109,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,monster inc,tea,Friends,None,Sushi
631216,2,5,"Week day lunch,Week day dinner",20,na,water,"Siblings,Friends",I will have some of this food item with my hot sauce,Sushi
738875,4,5,"Week day lunch,Weekend lunch,At a party",8,crazy rich asians,milk tea,"Siblings,Friends,Strangers",A little (mild),Sushi
634669,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",6.96,jiro dreams of sushi,sake,"Friends,Strangers",None,Sushi
409940,1,2,Weekend dinner,15,spirited away,soup,"Parents,Friends",None,Sushi
399605,1,3,"Weekend dinner,At a party",15,spirit away,tea,Friends,None,Sushi
721831,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,john wick,sake,None,None,Sushi
835223,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,-,tea,"Parents,Siblings,Friends",A little (mild),Sushi
712938,4,3,Weekend dinner,17,spirited away,soft drink,Strangers,None,Sushi
395712,5,4,"Week day dinner,Weekend dinner,At a party,Late night snack",17.5,jiro dreams of sushi,None,Friends,A little (mild),Sushi
603388,4,3,"Week day dinner,Weekend lunch,Weekend dinner",20,jiro dreams of sushi,tea,"Parents,Siblings,Friends",None,Sushi
617774,5,10,"Weekend lunch,Weekend dinner",15.99,gran turismo,water,"Friends,Teachers,Strangers",None,Sushi
289440,5,2,"Weekend dinner,At a party",10,lost in translation,tea,"Parents,Friends,Strangers",None,Sushi
714503,2,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,short movie because i eat it fast,milk,"Teachers,Strangers",A little (mild),Sushi
714893,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the breakfast club,water,"Friends,Strangers",None,Sushi
601094,5,8,"Weekend lunch,Weekend dinner",13,spirited away,tea,"Friends,Strangers",A moderate amount (medium),Sushi
618150,4,3,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12,none,"water,tea","Friends,Strangers",A little (mild),Sushi
607944,3,4,"Week day dinner,Weekend lunch,Weekend dinner",17.5,ponyo,tea,"Parents,Siblings",None,Sushi
629844,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,samurai jack,juice,"Parents,Siblings,Friends",None,Sushi
626482,5,4,"Weekend dinner,At a party",20,kung fu panda,None,Friends,None,Sushi
609257,4,3,"Week day lunch,Weekend dinner,At a party",18,mean girls,water,"Parents,Siblings,Friends",None,Sushi
717921,2,10,"Week day dinner,Weekend dinner,At a party",20,girl's trip,water,Friends,None,Sushi
181851,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,none,water,"Parents,Siblings,Friends",None,Sushi
629041,2,4,"Week day lunch,At a party",14,my neighbor totoro,tea,Strangers,None,Sushi
604062,2,2.5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",2,anime i guess,tea,"Parents,Siblings",None,Sushi
716749,2,4,"Week day lunch,Week day dinner,Late night snack",17.5,no,"soup,tea","Siblings,Friends",A little (mild),Sushi
633143,4,5,"Week day lunch,Week day dinner,Weekend lunch",10,passengers(2016),water,Siblings,None,Sushi
743828,2,5,"Week day dinner,Weekend dinner",7,finding nemo,water,"Parents,Siblings,Friends",None,Sushi
520861,4,4,"Weekend lunch,Weekend dinner,At a party",20,madagascar,tea,Friends,None,Sushi
517019,5,3,"Week day dinner,Weekend dinner,Late night snack",7,spirited away,beer,"Friends,Strangers",None,Sushi
626779,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,i dont know,None,"Parents,Siblings",None,Sushi
611716,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,bladerunner,soup,Friends,None,Sushi
193195,5,3,"Week day dinner,Weekend dinner,At a party",20,kill bill,water,"Parents,Siblings,Friends",A little (mild),Sushi
627530,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",14,koe no katachi,tea,"Parents,Friends",None,Sushi
626479,5,5,"Weekend dinner,At a party",10,isle of dogs,water,"Parents,Friends",None,Sushi
624540,5,3,Weekend lunch,20,talented,None,Friends,None,Sushi
625315,5,5,"Week day dinner,Weekend dinner",17,the breakfast club,tea,"Siblings,Friends",None,Sushi
601941,3,4,"Week day dinner,Weekend lunch,Weekend dinner",15,crayon shin-chan the movie,tea,"Parents,Friends",None,Sushi
723968,1,12,"Weekend lunch,Weekend dinner,At a party",15,ratatouille,tea,"Parents,Friends",A little (mild),Sushi
715806,3,5,"Week day lunch,Late night snack",13,dreams of sushi,water,"Parents,Siblings",None,Sushi
720045,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,finding nemo,water,"Parents,Siblings,Friends",None,Sushi
713585,4,5,"Week day dinner,Weekend dinner,At a party",30,idk,sake,"Parents,Friends",None,Sushi
611188,2,4,"Week day lunch,Week day dinner,Weekend lunch",12,spirited away,tea,Friends,None,Sushi
606726,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,crazy rich asians,juice,"Parents,Friends,Strangers",None,Sushi
629142,1,4,"Week day lunch,Weekend dinner",14,i think of the movie jiro dreams of sushi.,"tea,juice",Friends,None,Sushi
634825,2,3,Weekend dinner,12,your name,tea,Friends,None,Sushi
613409,3,3,"Week day dinner,Weekend dinner,At a party,Late night snack",6,memoirs of a geisha,water,Parents,A little (mild),Sushi
633224,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,kung fu panda,water,"Siblings,Friends",None,Sushi
738850,4,5,"Week day dinner,Weekend lunch,Weekend dinner",12,masterchef,tea,"Parents,Friends",A little (mild),Sushi
500470,3,3,"Week day dinner,Weekend lunch,Weekend dinner,At a party",8.5,nothing comes to mind,water,Friends,None,Sushi
13183,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,memoirs of a geisha,water,"Siblings,Friends",None,Sushi
627169,2,5,"Week day dinner,Weekend dinner,At a party,Late night snack",20,the wolverine,wine,Parents,None,Sushi
229041,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17.5,kung fu panda,tea,"Parents,Friends",None,Sushi
496344,3,3,"Week day dinner,Weekend lunch,At a party",4,bullet train,tea,"Parents,Siblings,Friends",None,Sushi
409723,3,7,"Week day dinner,Weekend lunch,Weekend dinner,At a party",12,the breakfast club,sake,"Friends,Strangers",None,Sushi
630949,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",4,the godfather,tea,"Siblings,Friends",None,Sushi
413014,3,6,"Week day lunch,Week day dinner,Weekend dinner,At a party",9,"a japanese anime movie, such as spirited away",wine,"Parents,Friends",A moderate amount (medium),Sushi
310438,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,john wick 3,sake,Friends,None,Sushi
627430,5,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,ponyo,tea,"Siblings,Friends,Teachers",A little (mild),Sushi
526510,3,5,"Week day lunch,Weekend lunch",20,none,water,Friends,A lot (hot),Sushi
390823,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,finding nemo,tea,"Parents,Friends",None,Sushi
717116,3,6,"Week day dinner,Weekend dinner,Late night snack",25,lost in translation,"wine,tea,sparkling water",Parents,None,Sushi
